cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"28533","1784","419675","2624398","First Bank Richmond, National Association","Richmond","IN","47374","12/31/2014","2/18/2015","N","20 North 9th Street","FIRST MUTUAL OF RICHMOND, INC.","9","0","0","8","0","Wayne","","","1/1/1887","10/10/1935","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.firstbankrichmond.com","297542","190","842","3109","2398","21838","50872","13998","16633","66433","39527","51371","14773"
"3086","12868","75558","1105751","First Bank Texas, SSB","Baird","TX","79504","12/31/2014","2/18/2015","SB","244 Market Street","FIRST BAIRD BANCSHARES, INC.","9","0","0","4","0","Callahan","10180","Abilene, TX","2/1/1885","1/1/1934","2/2/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.go2fbt.com","352358","2682","6075","8758","18578","7859","6063","101606","52696","42645","59637","36093","6545"
"26229","10246","685658","3348365","First Bank, National Association","Conroe","TX","77304","12/31/2014","2/18/2015","N","1800 W. White Oak Boulevard","FBC BANCSHARES, INC.","8","0","0","4","0","Montgomery","26420","Houston-The Woodlands-Sugar Land, TX","5/8/1985","5/8/1985","6/29/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","WWW.FBOC.COM","262956","7663","12623","23015","16079","3290","329","18397","51661","75628","31649","13027","8932"
"14276","11028","239556","1978414","First Bank, Upper Michigan","Gladstone","MI","49837","12/31/2014","2/18/2015","NM","1400 Delta Avenue","FIRST BANCSHARES CORPORATION","3","0","0","4","1","Delta","","","8/14/1916","4/23/1934","12/20/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","www.first-bank.com","125132","1700","2364","14907","22505","6286","826","7794","13841","27411","20863","3784","8"
"16501","10232","344647","1404632","First Bankers Trust Company, National Association","Quincy","IL","62301","12/31/2014","2/18/2015","N","12th And Broadway","FIRST BANKERS TRUSTSHARES, INC.","10","0","0","4","0","Adams","","","10/23/1946","10/23/1946","11/23/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.firstbankers.com","475657","2888","7711","22236","10338","6992","3183","84581","64780","57864","143712","57296","11397"
"4228","11338","988452","1051175","First Bethany Bank & Trust","Bethany","OK","73008","12/31/2014","2/18/2015","SM","6500 Northwest 39th Expwy.","FIRST BETHANY BANCORP, INC.","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","","71970","553","1311","6343","5922","417","0","7480","9559","16470","18167","5723","0"
"15229","10824","537449","1247428","First Business Bank","Madison","WI","53719","12/31/2014","2/18/2015","NM","401 Charmany Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","4","0","0","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.firstbusiness.com","956499","1760","3489","5144","8281","0","0","216433","129903","265278","142123","159754","16455"
"35445","0","2882125","1247428","First Business Bank-Milwaukee","Brookfield","WI","53045","12/31/2014","2/18/2015","NM","18500 West Corporate Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","6/8/2000","6/8/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.firstbusiness.com","128337","1276","3115","2451","197","0","0","35866","18517","20241","24639","19315","2026"
"58636","0","3633016","0","First Cahawba Bank","Selma","AL","36701","12/31/2014","2/18/2015","NM","2610 Citizens Parkway","","2","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","11/19/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","","66808","3486","1343","4119","10076","0","0","18708","4558","13329","9636","1480","67"
"57552","0","3177426","3684746","First Capital Bank","Germantown","TN","38138","12/31/2014","2/18/2015","NM","7575 Poplar Avenue","GERMANTOWN CAPITAL CORPORATION, INC.","2","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.firstcapitalbanktn.com","190756","914","3622","10261","8963","2863","0","18444","17086","62500","54266","11303","0"
"34802","0","2742153","3454172","First Capital Bank","Glen Allen","VA","23060","12/31/2014","2/18/2015","SM","11001 West Broad Street","FIRST CAPITAL BANCORP, INC.","8","0","0","4","0","Henrico","40060","Richmond, VA","12/18/1998","12/18/1998","8/25/2008","Stock","0","0","FED","DIF","Atlanta","NEW YORK","Richmond","Richmond","Northeastern","Southeast","http://1capitalbank.com","481835","5034","10611","22605","39979","791","3900","59933","82933","96729","121115","31805","2970"
"3399","15546","919568","2366755","First Capital Bank","Quanah","TX","79252","12/31/2014","2/18/2015","SM","Third And Mercer Streets","QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","5/19/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fcbqt.com","35879","484","770","886","3374","1019","27","5406","8357","4744","9054","1572","54"
"34966","15575","2849463","0","First Capital Bank","Bennettsville","SC","29512","12/31/2014","2/18/2015","SA","207 Hwy. 15-401 By-Pass E.","","2","0","1","4","0","Marlboro","","","9/27/1999","9/27/1999","1/1/2015","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.fcbcarolinas.com","45435","525","1257","7457","5047","1772","0","2342","4028","10461","8863","1897","82"
"35530","0","2963266","4346706","First Carolina Bank","Rocky Mount","NC","27804","12/31/2014","2/18/2015","NM","171 North Winstead Avenue","FIRST CAROLINA FINANCIAL SERVICES, INC.","3","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","8/29/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.firstcarolinabank.com","81845","2086","1999","1092","17763","6767","3","13357","4075","6860","24000","3240","30"
"25268","0","386852","1094314","First Central Bank","Warrensburg","MO","64093","12/31/2014","2/18/2015","SM","401 North Maguire Street","CENTRAL BANCOMPANY, INC","7","0","0","8","0","Johnson","","","7/16/1984","7/16/1984","2/19/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.firstcentral.net","97418","2170","6391","11079","1417","1295","4295","18181","11970","17044","10270","9010","3682"
"10637","0","134156","1050495","First Central Bank","Cambridge","NE","69022","12/31/2014","2/18/2015","NM","623 Patterson","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstcentral.com","64852","673","211","1304","1551","123","0","18599","5362","7480","11226","9090","9169"
"34995","0","2726050","1050495","First Central Bank McCook","Mccook","NE","69001","12/31/2014","2/18/2015","NM","904 North Highway 83","CENTRAL BANCSHARES, INC.","1","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstcentral.com","78925","0","737","715","726","433","262","23532","9244","5751","7724","12965","16760"
"34969","0","2797359","0","First Central Savings Bank","Glen Cove","NY","11542","12/31/2014","2/18/2015","SB","70 Glen Street","","10","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","HTTP://www.firstcentralsavings.com","309422","0","19938","6679","11135","7390","5478","14592","37295","64721","117156","18029","0"
"19716","9647","639549","1200311","First Central State Bank","De Witt","IA","52742","12/31/2014","2/18/2015","NM","914 Sixth Avenue","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Clinton","","","6/12/1967","6/12/1967","4/11/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.firstcentralsb.com","237817","2581","3757","9653","9727","7019","2135","55091","23201","33043","62134","22499","5126"
"1700","12840","999935","1135646","First Century Bank","Tazewell","TN","37879","12/31/2014","2/18/2015","NM","1780 North Broad Street","CLAIBORNE HOLDING COMPANY, INC.","9","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","8/28/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.fcbtn.com","147466","1357","2989","2712","4029","16466","20827","6094","8442","10306","12064","31990","24158"
"6750","10126","569422","1076365","First Century Bank, Inc.","Bluefield","WV","24701","12/31/2014","2/18/2015","SM","500 Federal Street","FIRST CENTURY BANKSHARES, INC.","12","0","1","4","0","Mercer","","","10/9/1891","1/1/1934","1/21/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.firstcentury.com","239768","2935","5697","19144","28327","33327","5555","22462","25796","21693","25967","41917","4582"
"57123","0","2997748","2997739","First Century Bank, National Association","Gainesville","GA","30501","12/31/2014","2/18/2015","N","807 Dorsey Street","FIRST CENTURY BANCORP.","1","0","0","8","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","9/25/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.myfirstcenturybank.com","47462","23556","772","1691","321","269","1956","8581","2649","5470","1796","0","68"
"57252","0","3075474","3031902","First Chatham Bank","Savannah","GA","31401","12/31/2014","2/18/2015","NM","111 Barnard Street","FCB FINANCIAL CORP.","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.firstchatham.com","248056","6210","9169","8592","5354","5135","0","46017","43066","43542","19842","42350","4674"
"57966","0","3374878","0","First Choice Bank","Cerritos","CA","90703","12/31/2014","2/18/2015","NM","17414 Carmenita Road","","4","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","2/12/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.firstchoicebankca.com","512999","6590","859","7735","57118","11067","3306","67678","114027","71553","108280","58592","6194"
"58471","0","3582673","0","First Choice Bank","Lawrenceville","NJ","8648","12/31/2014","2/18/2015","NM","669 Whitehead Road","","8","0","1","4","0","Mercer","45940","Trenton, NJ","3/23/2007","3/23/2007","2/28/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.firstchoice-bank.com","615647","168729","1943","15443","17704","3373","19161","93424","19020","47051","88761","91332","23998"
"19304","14376","786742","1098732","First Citizens Bank","Elizabethtown","KY","42701","12/31/2014","2/18/2015","SM","425 West Dixie Avenue","FARMERS CAPITAL BANK CORPORATION","6","0","0","4","0","Hardin","21060","Elizabethtown-Fort Knox, KY","12/14/1964","12/14/1964","3/9/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","https://www.first-citizens.com","192472","2116","7775","20090","12300","4762","9116","17060","28442","20633","50998","8507","9859"
"23152","14558","541231","1143379","First Citizens Bank","Luverne","AL","36049","12/31/2014","2/18/2015","NM","100 West Third Street","FIRST CITIZENS-CRENSHAW BANCSHARES, INC.","5","0","0","8","0","Crenshaw","","","7/8/1980","7/8/1980","3/19/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.fcbl.com","104117","1555","2178","5553","10548","4086","45","21568","10931","19562","19439","4879","1909"
"15504","0","93721","1075612","First Citizens Bank and Trust Company, Inc.","Columbia","SC","29201","12/31/2014","2/18/2015","NM","1230 Main Street","FIRST CITIZENS BANCSHARES, INC.","178","0","1","9","0","Richland","17900","Columbia, SC","2/1/1936","6/21/1937","12/31/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","firstcitizensonline.com","4668422","148352","100381","204839","224627","551908","275998","704244","168337","563167","885794","789167","51436"
"22502","0","666358","2351247","First Citizens Bank of Butte","Butte","MT","59701","12/31/2014","2/18/2015","SM","3220 Harrison Avenue","BUTTE BANK SHARES, INC.","2","0","0","4","1","Silver Bow","","","7/27/1977","7/27/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.fcbob.com","36122","675","1202","2364","2900","1010","85","4858","8266","5352","6870","1621","79"
"21478","12088","620752","1128330","First Citizens Bank of Polson, National Association","Polson","MT","59860","12/31/2014","2/18/2015","N","213 First Street West","FLATHEAD LAKE BANCORPORATION, INC.","1","0","0","4","0","Lake","","","3/5/1974","3/5/1974","8/23/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.thehometownbank.com","13014","0","56","25","11","330","3161","364","1510","2426","411","1264","1943"
"7593","9836","978118","1118368","First Citizens Community Bank","Mansfield","PA","16933","12/31/2014","2/18/2015","SM","15 South Main Street","CITIZENS FINANCIAL SERVICES, INC.","17","0","1","8","0","Tioga","","","6/11/1932","1/1/1934","6/29/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.firstcitizensbank.com","554602","7268","14214","44439","28052","73763","29915","56908","32716","79844","81235","66994","32655"
"4433","11448","186744","1203509","First Citizens National Bank","Mason City","IA","50401","12/31/2014","2/18/2015","N","2601 Fourth Street, S.W.","FIRST CITIZENS FINANCIAL CORP.","10","0","1","2","1","Cerro Gordo","","","1/9/1892","1/1/1934","7/1/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.firstcitizensnb.com","663386","3313","18479","16707","15692","23949","3303","174083","73248","106850","111354","112797","186"
"4972","10429","133850","1098796","First Citizens National Bank","Dyersburg","TN","38024","12/31/2014","2/18/2015","N","One First Citizens Place","FIRST CITIZENS BANCSHARES, INC.","20","0","0","4","0","Dyer","","","1/1/1889","1/1/1934","12/10/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.firstcnb.com","592296","11954","12332","36190","50256","14763","1085","105234","71831","96764","159798","26507","86"
"11228","12845","831642","1203536","First Citizens State Bank","Whitewater","WI","53190","12/31/2014","2/18/2015","NM","207 West Main Street","WHITEWATER BANCORP, INC.","8","0","0","4","0","Walworth","","","10/25/1863","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.firstcitizensww.com","148360","1885","8802","18233","17808","322","118","16395","19086","29969","35097","636","0"
"34899","0","2765602","3547841","First Citrus Bank","Tampa","FL","33618","12/31/2014","2/18/2015","NM","10824 N. Dale Mabry Highway","FIRST CITRUS BANCORPORATION, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/1/1999","2/1/1999","7/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.firstcitrus.com","203661","2300","2804","2270","6874","2116","0","21809","13722","42764","81781","26287","0"
"741","9425","978417","0","First City Bank","Columbus","OH","43212","12/31/2014","2/18/2015","NM","1885 Northwest Boulevard","","1","0","0","4","1","Franklin","18140","Columbus, OH","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.myfirstcitybank.com","42447","605","1748","3198","1846","1899","0","2652","5396","9890","9018","6057","140"
"16748","11266","695134","1246382","First City Bank of Florida","Fort Walton Beac","FL","32548","12/31/2014","2/18/2015","NM","135 Perry Avenue, S.E.","FLORIDA FIRST CITY BANKS, INC.","4","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","11/17/1948","11/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.firstcitybank.com","140625","720","27547","287","87","894","2562","12191","19803","29989","27181","4996","3710"
